Codigo;Estacao;CodigoAdicional;Latitude;Longitude;Altitude;AreaDrenagem;TipoEstacao;Bacia;BaciaCodigo;SubBacia;SubBaciaCodigo;RioCodigo;Rio;Jurisdicao;EstadoNome;EstadoSigla;EstadoCodigo;MunicipioCodigo;Municipio;OperadoraCodigo;OperadoraSigla;OperadoraNome;ResponsavelCodigo;ResponsavelSigla;ResponsavelNome
58339000;MORSING  (RIO SACRA FAMÍLIA);V1-044;-22,53;-43,78;NA;166;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19040000;PIRAÍ;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58631120;SAPUCAIA C;NA;-21,95;-42,88;NA;32900;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19056000;SAPUCAIA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58972000;GUARUS;NA;-21,73;-41,33;13;55700;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19010500;CAMPO DOS GOYTACAZES;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58305000;UEL SANTA CECÍLIA VOLTA REDONDA;NA;-22,5;-44,09;364;16000;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19065000;VOLTA REDONDA;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58234900;PCH LAVRINHAS JUSANTE;NA;-22,56;-44,85;495;12638;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21268000;LAVRINHAS;672;LAVRINHAS;Usina Paulista Lavrinhas de Energia S.A;672;LAVRINHAS;Usina Paulista Lavrinhas de Energia S.A
58629960;ANTA B;NA;-22,03;-43;NA;32700;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17162000;CHIADOR;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58240000;UHE FUNIL BARRAMENTO;V1-035;-22,5;-44,55;392;13400;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21420000;QUELUZ;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58881000;PORTELA - Frente ao Grupo Escolar;PS-436;-21,62;-41,98;NA;45300;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19050000;SÃO FIDÉLIS;438;INEA-RJ;Instituto Estadual do Ambiente;438;INEA-RJ;Instituto Estadual do Ambiente
58980000;USINA SÃO JOÃO;NA;-21,76;-41,28;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19052000;SÃO JOÃO DA BARRA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58140050;FAZENDA IGAÇABA - RÉGUA 1;2.00E-17;-23,15;-45,89;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21500000;SÃO JOSÉ DOS CAMPOS;10;DAEE-SP;Departamento de Águas e Energia Elétrica do Estado de São Paulo;10;DAEE-SP;Departamento de Águas e Energia Elétrica do Estado de São Paulo
58105100;GUARAREMA;NA;-23,41;-46,02;390;5210;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21185000;GUARAREMA;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58678010;ITAOCARA A;NA;-21,69;-42,16;NA;36000;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19021000;ITAOCARA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58320000;BARRA DO PIRAÍ - R2;NA;-22,46;-43,83;NA;19800;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19003000;BARRA DO PIRAÍ;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58110200;CAPTAÇÃO SÃO JOSÉ DOS CAMPOS;PARB02310;-23,18;-45,91;561;5640;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21500000;SÃO JOSÉ DOS CAMPOS;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental
58880001;SÃO FIDELIS;ANA;-21,64;-41,75;NA;48900;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19050000;SÃO FIDÉLIS;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
58105300;UHE SANTA BRANCA GUARAREMA;NA;-23,41;-46,02;566;5210;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21185000;GUARAREMA;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58631100;SAPUCAIA A;NA;-21,97;-42,89;NA;32900;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17015000;ALÉM PARAÍBA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58632090;SUPLÍCIO - BARRAGEM;V1-152;-21,91;-42,78;NA;33200;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19056000;SAPUCAIA;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58234880;PCH LAVRINHAS BARRAMENTO;NA;-22,56;-44,86;492;12633;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21268000;LAVRINHAS;672;LAVRINHAS;Usina Paulista Lavrinhas de Energia S.A;672;LAVRINHAS;Usina Paulista Lavrinhas de Energia S.A
58249900;RESENDE;00RJ02PS0413;-22,46;-44,44;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19042000;RESENDE;438;INEA-RJ;Instituto Estadual do Ambiente;438;INEA-RJ;Instituto Estadual do Ambiente
58985000;USINA BARCELOS;NA;-21,71;-41,18;10;56440;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19052000;SÃO JOÃO DA BARRA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58882000;SÃO FIDELIS - na ponte Rio Paraíba;PS-439;-21,64;-41,74;NA;48900;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19050000;SÃO FIDÉLIS;438;INEA-RJ;Instituto Estadual do Ambiente;438;INEA-RJ;Instituto Estadual do Ambiente
58319000;REPRESA SANTA CECÍLIA - Barragem;SC-200;-22,48;-43,83;NA;16600;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19003000;BARRA DO PIRAÍ;438;INEA-RJ;Instituto Estadual do Ambiente;438;INEA-RJ;Instituto Estadual do Ambiente
58214400;PTE. ROD. BR-459 (Lorena / Piquete);PARB02700;-22,7;-45,11;520;11200;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21274000;LORENA;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental
58629990;ANTA E;NA;-22,03;-42,99;NA;32700;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17162000;CHIADOR;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58657000;ESCOLA SÃO JOÃO;NA;-21,81;-42,52;NA;34400;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19012000;CARMO;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58095000;UHE SANTA BRANCA BARRAMENTO;NA;-23,37;-45,86;599;4920;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21459000;SANTA BRANCA;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58650100;ALÉM PARAÍBA;BS070;-21,86;-42,65;140;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17015000;ALÉM PARAÍBA;101;IGAM-MG;Instituto Mineiro de Gestão das Águas;101;IGAM-MG;Instituto Mineiro de Gestão das Águas
58355000;RESERVATÓRIO SANTANA - KM15;NA;-22,55;-43,81;361;2930;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19003000;BARRA DO PIRAÍ;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58354000;PIRAI (RESERVATORIO DE SANTANA);V1-042;-22,58;-43,83;361;2880;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19040000;PIRAÍ;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58180000;PINDAMONHANGABA;PARB02530;-22,91;-45,47;545;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21382000;PINDAMONHANGABA;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental
58385120;TRÊS RIOS S-15;NA;-22,11;-43,18;NA;21600;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19062000;TRÊS RIOS;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58632000;UHE SIMPLÍCIO BARRAMENTO;NA;-21,92;-42,79;NA;33000;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17015000;ALÉM PARAÍBA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58239100;SM CÓRREGO DO ELIAS (JUS. FUNIL);NA;-22,51;-44,58;NA;13400;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19022400;ITATIAIA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58096000;UHE SANTA BRANCA JUSANTE;NA;-23,36;-45,87;576;4920;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21246000;JACAREÍ;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58631170;FAZENDA SÃO JOSÉ;NA;-21,93;-42,82;NA;33000;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17015000;ALÉM PARAÍBA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58630000;ANTA F;V1-048;-22,03;-43;232,6;32700;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19056000;SAPUCAIA;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58106000;SANTA BRANCA;PARB02100;-23,36;-45,87;580;4940;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21459000;SANTA BRANCA;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental;113;CETESB-SP;Companhia de Tecnologia de Saneamento Ambiental
58895500;ITERERÉ;NA;-21,68;-41,48;NA;49500;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19050000;SÃO FIDÉLIS;2;DNOS;Departamento Nacional de Obras de Saneamento;2;DNOS;Departamento Nacional de Obras de Saneamento
58991000;SÃO JOÃO DA BARRA;COGESDEC;-21,64;-41,04;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19052000;SÃO JOÃO DA BARRA;375;COGESDEC;Conselho dos Gestores Municipais de Defesa Civil do Est. do Rio de Janeiro;375;COGESDEC;Conselho dos Gestores Municipais de Defesa Civil do Est. do Rio de Janeiro
58651980;UHE ILHA DOS POMBOS;V-01-062;-21,85;-42,6;106;34300;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19012000;CARMO;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58975500;FUNDÃO;NA;-21,75;-41,33;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19010500;CAMPO DOS GOYTACAZES;2;DNOS;Departamento Nacional de Obras de Saneamento;2;DNOS;Departamento Nacional de Obras de Saneamento
58879800;SÃO FIDELIS - MONTANTE;NA;-21,6;-41,76;NA;48800;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19050000;SÃO FIDÉLIS;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58320500;BR-116 - Ponte Barra do Piraí;PS425;-22,42;-43,76;NA;19900;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19003000;BARRA DO PIRAÍ;438;INEA-RJ;Instituto Estadual do Ambiente;438;INEA-RJ;Instituto Estadual do Ambiente
58263000;PONTE JUSANTE DA CYANAMID;00RJ02PS0415;-22,45;-44,3;NA;14700;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19004000;BARRA MANSA;438;INEA-RJ;Instituto Estadual do Ambiente;438;INEA-RJ;Instituto Estadual do Ambiente
58214250;PCH LAVRINHAS MONTANTE 2;NA;-22,7;-45,12;532;11117;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21274000;LORENA;672;LAVRINHAS;Usina Paulista Lavrinhas de Energia S.A;672;LAVRINHAS;Usina Paulista Lavrinhas de Energia S.A
58385140;TRÊS RIOS - PONTE DAS GARÇAS;NA;-22,12;-43,17;NA;21600;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19062000;TRÊS RIOS;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58632070;SUPLÍCIO D;NA;-21,92;-42,77;NA;33200;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19056000;SAPUCAIA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58880000;SÃO FIDELIS;NA;-21,64;-41,74;14,4;48900;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19050000;SÃO FIDÉLIS;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58679000;RIO PARAÍBA DO SUL (em Itaocara);BS075;-21,65;-42,08;NA;36600;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19021000;ITAOCARA;101;IGAM-MG;Instituto Mineiro de Gestão das Águas;101;IGAM-MG;Instituto Mineiro de Gestão das Águas
58895000;ITERERÉ;NA;-21,68;-41,48;NA;49500;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19050000;SÃO FIDÉLIS;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58795000;TRÊS IRMÃOS;PA137;-21,62;-41,98;60;45300;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19009000;CAMBUCI;82;CPRM;Cia de Pesquisa de Recursos Minerais;1;ANA;Agência Nacional de Águas
58990000;SÃO JOÃO DA BARRA;NA;-21,65;-41,25;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19052000;SÃO JOÃO DA BARRA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58631140;BENJAMIN CONSTANT;NA;-21,95;-42,87;NA;32900;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17015000;ALÉM PARAÍBA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58632130;MARAMBAIA;NA;-21,87;-42,66;NA;33300;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17015000;ALÉM PARAÍBA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58141000;MONTEIRO LOBATO;NA;-22,95;-45,85;NA;146;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21320000;MONTEIRO LOBATO;6;CESP;Companhia Energética de São Paulo-CESP;6;CESP;Companhia Energética de São Paulo-CESP
58315000;UEL SANTA CECÍLIA VARGEM ALEGRE;NA;-22,49;-43,93;364;16400;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19003000;BARRA DO PIRAÍ;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58214300;LORENA;NA;-22,71;-45,11;NA;11200;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21274000;LORENA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58678060;ITAOCARA F;NA;-21,7;-42,12;NA;36500;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19021000;ITAOCARA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58678030;ITAOCARA C;NA;-21,7;-42,15;NA;36000;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19021000;ITAOCARA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58182500;PONTE DE PINDAMONHANGABA;2D-063FS;-22,91;-45,47;NA;9600;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21382000;PINDAMONHANGABA;10;DAEE-SP;Departamento de Águas e Energia Elétrica do Estado de São Paulo;10;DAEE-SP;Departamento de Águas e Energia Elétrica do Estado de São Paulo
58653500;UHE ILHA DOS POMBOS JUSANTE;NA;-21,83;-42,58;110;34400;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19012000;CARMO;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58140000;SÃO JOSÉ DOS CAMPOS;NA;-23,15;-45,9;550;7470;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21500000;SÃO JOSÉ DOS CAMPOS;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58384970;TRÊS RIOS - PONTE BR-393;NA;-22,12;-43,23;NA;21500;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19062000;TRÊS RIOS;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58985100;BARCELOS;NA;-21,73;-41,18;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19052000;SÃO JOÃO DA BARRA;2;DNOS;Departamento Nacional de Obras de Saneamento;2;DNOS;Departamento Nacional de Obras de Saneamento
58241000;ITATIAIA;NA;-22,45;-44,46;NA;13800;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19022400;ITATIAIA;6;CESP;Companhia Energética de São Paulo-CESP;6;CESP;Companhia Energética de São Paulo-CESP
58680000;ITAOCARA;NA;-21,66;-42,08;NA;36600;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19021000;ITAOCARA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58087800;BAIRRO ALFERES BENTO;V1-002;-23,35;-45,7;NA;4350;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;SÃO PAULO;SP;21;21359000;PARAIBUNA;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58385000;UHE ILHA DOS POMBOS TRÊS RIOS;NA;-22,11;-43,2;260;21600;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19062000;TRÊS RIOS;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58655000;CHIADOR;V1-076;-22,08;-43,06;NA;32500;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;MINAS GERAIS;MG;17;17162000;CHIADOR;8;LIGHT;Light Energia S.A;8;LIGHT;Light Energia S.A
58678065;ITAOCARA H;NA;-21,7;-42,13;NA;36500;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19021000;ITAOCARA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58630030;UHE SIMPLÍCIO ANTA JUSANTE;NA;-22,03;-42,99;NA;NA;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19056000;SAPUCAIA;69;FURNAS;Furnas Centrais Elétricas S.A.;69;FURNAS;Furnas Centrais Elétricas S.A.
58380000;PARAÍBA DO SUL - RV;NA;-22,07;-43,28;280;18534;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19037000;PARAÍBA DO SUL;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58975000;CAMPOS;NA;-21,75;-41,33;NA;55700;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19010500;CAMPO DOS GOYTACAZES;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
58630001;ANTA;NA;-22,03;-42,98;NA;32700;1;ATLÂNTICO,TRECHO LESTE;5;RIO PARAÍBA DO SUL;58;58001000;RIO PARAÍBA DO SUL;1;RIO DE JANEIRO;RJ;19;19056000;SAPUCAIA;1;ANA;Agência Nacional de Águas;1;ANA;Agência Nacional de Águas
